score,text,idx,user,written_at,agree,disagree
8,몽환적인 영화이고 마치 꿈을 꾼 영화같다. 더군다나 이 내용이 실화라는게 참... 믿기지 않을 정도다,7071835,청오(cjdd****),2013.01.01 19:46,0,0
10,재미있네요 3D작품중 최고입니다,7071866,kkc2****,2013.01.01 19:53,0,0
5,3d 비추해요 대부분의 장면이 표류하는 장면이여서 배가 출렁거려서 그런지 몰라도 보는 내내 뭐 봤는지 기억나지 않을정도로 엄청 울렁울렁거렸어요,7071880,eirp****,2013.01.01 19:56,0,0
10,신과 자연의 경의로움을줌 동물들cg처리잘하셨고요아무튼 재밌게잘본것같아요ㅎㅎㅎ,7071919,ekdl****,2013.01.01 20:07,0,0
6,영상은좋았으나...스토리가너무많이아쉬운영화에요,7071942,ekth****,2013.01.01 20:12,0,0
10,근 몇년간 본 영화중에 최고였습니다... 인간의 고통과 희망에 대한... 거기에 영상미까지,7071964,플라시보(plac****),2013.01.01 20:17,0,0
10,진짜 마지막내용 놓치고 뒤늦게 알았는데두가지로 해석된이야기모두 제겐 너무나 큰깨우침을줬어요,7071990,sell****,2013.01.01 20:21,0,0
10,보는 이를 이야기의 주인공으로 만드는 영화.무엇을 믿든 그것이 당신의 진실이 되는 영화,7072010,gg39****,2013.01.01 20:25,0,0
10,마치 내가 영화관에 있다는걸 망각하게 해주는 영화였다. 파이의 극복하는 자세와 노력들을 잊지 못할 것이다.,7072021,flip****,2013.01.01 20:27,0,0
6,지루해요 많이,7072030,soak****,2013.01.01 20:28,0,0
10,아진짜 자기 아무리 취향이 있다고 해도 재밌는건 재밌다고 해주고 그래야지 막 1점 2점 주면 어떡하냐,7072070,sunw****,2013.01.01 20:36,0,0
10,1월1일 But 올해 본 최고의 영화!,7072081,혀니(scha****),2013.01.01 20:38,0,0
8,약간 주인공이 똘끼 넘치네여 중간까지는 흥미진진한데 뒷마무리가 이상하게되서 8점!,7072088,bbok****,2013.01.01 20:39,0,0
10,충격적인 반전,7072090,뜻지(3rap****),2013.01.01 20:39,0,0
10,책을 정말 잘 살렸다.재밌다는 말말고는 더 할말이 없다.,7072105,clav****,2013.01.01 20:42,0,0
10,"최고의 영화였다.충격적인 반전~~그리고 영화관을 나오면서 끊임없이 생각하게 만드는 최고의 명작이다.영화관을 나오는 사람들의 반응은 극과극이다.나처럼 영화의 매력에 흠뻑 빠진사람들과....실망이다,어이없다,이게 무슨 ...",7072161,멀더(kys4****),2013.01.01 20:54,0,0
9,가족들과 같이 함께 하기 좋은 진정한 명작,7072172,jinc****,2013.01.01 20:56,0,0
10,완전한영화,7072204,gaje****,2013.01.01 21:03,0,0
8,"정말 군더더기 없는 멋진 영화였습니다. 다만, 좀 더 기대를 많이 했던게 죄지요",7072234,거니(alfo****),2013.01.01 21:09,0,0
6,호랑이에게 물려가도 정신만 차리면 살 수있다는 교훈을 줄려는 영화인가? 공감도... 감동도 별로 받지 못했다. 지루했음.,7072236,hite****,2013.01.01 21:10,0,0
10,정말 감동적. 영화자체가 잘 구성되서 시간이 금방 가네요.연기력도 훌륭하고 실화라서 더 감동. 강추,7072237,orib****,2013.01.01 21:10,0,0
10,"인도영화, 인도영어 발음때문에 별로 안좋아하는 사람인데요(세얼간이보다가 잠듬ㅋ). 결코 쉽게 묻힐만한 영화 아닙니다. 끝까지 긴장유지하면서 나름 반전도 있고 집에오면서 생각할게 많았던 영화. 20대 평점 낮은데 20...",7072239,duad****,2013.01.01 21:11,0,0
9,영상미가 대박,7072313,gusv****,2013.01.01 21:22,0,0
10,최고 진짜감동!!!!!!!!!!,7072328,dahy****,2013.01.01 21:24,0,0
10,과연 이안 감독이다~ 느끼게 해주는 영화동양의 철학이 가득 담긴 명작이네요.보는 이에 따라서 평가가 극과 극으로 나뉠 수도 있을 듯...,7072330,bear****,2013.01.01 21:24,0,0
9,지금은 9점이나 시간이 지나 곱씹을 수록 더욱더 평가가 올라갈듯 하다. 아름다운 장면을 보는것만으로도 이 영화를 볼 가치가 충분하다. 앞부분에 다소 불필요한 설명이 많은게 단점이지만 디테일함을 보충하는 역할을 하니까...,7072343,스카이워(deux****),2013.01.01 21:25,0,0
8,"수작임에도 틀림없으나 이안감독작품이라 기대를 너무 한 나의 탓일거다..난 반전이라 생각지않는다. 작가도 그 점에선 노코멘트했단다.독자몫,관객몫이다..",7072361,류펀(ryuu****),2013.01.01 21:28,0,0
8,초반에 다소 지루한 면이 있지만 뒤에 보여준 영상미는 대단히 아름답습니다. 자연의 무자비함과 경이로운 장면이 아직도 눈에 선하네요. 또한 호랑이 때문에 보는 내내 긴장하며 재밌게 봤습니다. ^^,7072376,미비인무(soco****),2013.01.01 21:29,0,0
10,인천 CGC 아이맥스 관람...9점 정도 영화이나 현재 너무 낮아 10점...정말 잊지못할 영화...,7072383,engk****,2013.01.01 21:30,0,0
10,이 영화는 꼭 3D로 봐야한다.그리고 10점은 이런 영화에 줘야한다 생각한다...아무 생각 없이 관람했다가 가족모두가 머릿속에 번개맞은 날이다.,7072417,fuma****,2013.01.01 21:34,0,0
6,그냥저냥 봤음  흥미있는내용도 아니라 지루한 감이  좀있었음. 대신 영상미는 뛰어남..,7072456,리리싼(spic****),2013.01.01 21:40,0,0
10,재밌어요 ㅋㅋㅋ 울ㄴ라 OOO 돈벌이 영화보다 훨 재밌네요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,7072467,가치불전(frag****),2013.01.01 21:41,0,0
10,"가문의 귀환, PS파트너, 26년 같은 돈내고 보기 아까운 개사기 영화에 비해 충분히 아름다운 볼만한 가치있는 영화다",7072474,피터팬컴플렉스76(btr_****),2013.01.01 21:43,0,0
10,타 영화 평점 알밥들 평점 내릴려고 애쓰지만 실제로 보면 충분히 재밌음 초반에 약간 루즈함.,7072485,이상기체(kbde****),2013.01.01 21:44,0,0
9,"이영화 아니면 요새 뭐봐야돼? , 근데 넌좀 짱",7072494,이낭낭(gusw****),2013.01.01 21:47,0,0
5,감동이나 특별한 의미를 기대하지 말 것. 다소 지루함.,7072501,안타레스(mdkd****),2013.01.01 21:48,0,0
9,초반에 좀 졸렸는데 뒤에 가면서 와우!!!!!!,7072516,se_w****,2013.01.01 21:50,0,0
8,스토리는 7점 영상은 9점 편집은 8점.. 하지만 아이들이 많은 상영관은 피헤야 한다....너무 소란스럽다..    3D로 한번 더 봐야하나.... 고민중이다.. 멋진영상은 기억에 남는다.,7072519,팝콘(mube****),2013.01.01 21:50,0,0
4,이영화 도데체 먼가요ㅡㅡ애들을 위한 영화라고 생각해도 애들이 무슨재미로이영화를 보나요^^;;재미도 감동도 없는 지루함과 졸음만 남는 영화 ㅜㅜ,7072569,ksy0****,2013.01.01 21:58,0,0
10,새해 첫날에 본 영화임에도 불구하고 내가 올해 본 영화중 베스트로 꼽을것 같다.,7072595,감자(gr_p****),2013.01.01 22:03,0,0
10,새해 첫날에 최고의 영화를 개봉한 영화사에 기립박수를 보냅니다.,7072602,팬(wlsn****),2013.01.01 22:04,0,0
1,완전 지루함 재미없음 애들이랑 갔다가 완전 실망,7072607,lead****,2013.01.01 22:05,0,1
9,"영화 속 ""두 개의 이야기 중 어느 것이 좋습니까?"" 이야기 속으로 빠져 들어갑니다잉~",7072610,해보자람(musa****),2013.01.01 22:05,0,0
1,저는울었어요 왜냐하면  돈이 아까워서요기대했는데. . . . .. .저 믿고 보지마세요.! ! !,7072616,dbsw****,2013.01.01 22:06,0,1
9,요리사가 파이엄마를 잔인하게 죽이는 장면을 넣었다면 극장에 애들 데리고 오는 몰상식한 관객들은 사라졌을것이다!,7072617,zigf****,2013.01.01 22:06,0,0
7,"아역 연기는 좋았지만, 백인 작가 연기는 왜케 허접하지??  호랑이, 바다 이외에는 볼거리가 적었음..",7072619,개짜장(pww0****),2013.01.01 22:06,0,0
10,원작을 읽으신 분이라면 꼭 보셨으면 해요!! 상상이 그대로 펼쳐집니다 감동!!,7072622,jiso****,2013.01.01 22:06,0,0
10,"화려한 영상미와 뚜렷한 주제의식, 그리고 뛰어난 흡인력. 보고난 뒤에도 여운이 가시지 않았다. 최고.",7072628,민두(pois****),2013.01.01 22:07,0,0
7,good,7072663,chad(reat****),2013.01.01 22:13,0,0
6,3D로볼껄..ㅠㅠ,7072678,rhdw****,2013.01.01 22:16,0,0
9,단순한제목 단순하지않은 내용,7072725,wjdw****,2013.01.01 22:22,0,0
9,기술과 스토리를 둘다 잡은 영화.. 두고두고 보고싶다,7072730,태극기(sin1****),2013.01.01 22:23,0,0
10,"올해 첫 날, 이 영화를 볼 수 있게 된 건 정말 감사하고 근사하고 멋진 일인 것 같아요. 제 생애 가장 멋지고 아름다운 영화 중 하나가 될 것 같아요. 너무 아름답고 감동적이고 스펙터클하면서, ㅠㅡㅠ 영원히 리처드...",7072744,hopp****,2013.01.01 22:25,0,0
9,영상굿 !!!!! 스토리 굿!!,7072754,feel****,2013.01.01 22:27,0,0
1,"정말.. 기대 안하고 봤는데, 기대 이하였습니다. 화려하기만 하고 별로 남는게 없는 영화였답니다. 다시 돌아가서 다른 영화를 보고싶네요..",7072766,U징(ic00****),2013.01.01 22:28,0,1
9,다소 촌스럽기도 하지만 환상적인 영상미. 동물들에게도 영혼이 있다.,7072774,아련하게(bomb****),2013.01.01 22:30,0,0
2,-_-....주변에서 하도 말이많길래 봣어요........제가 진짜 영화보고 안졸고 돈 아까워서 끝까지 다 보는 편인데..이 영화가 최초로 절 재웠네요...굉장함...저 처럼 졸고 돈아까워서 울고싶은 분들에게 추천해...,7072792,swee****,2013.01.01 22:32,0,0
10,너무새로운영상미와 새로운스타일의영화라 감명깊엇어요 리얼  그 자체!!!,7072823,sexy****,2013.01.01 22:35,0,0
2,"생각보다 별로네요. 첫장면과 몇몇을 빼면 3D 느낌도 별로 없고, 그냥 예고편이 다인 영화입니다. 굳이 2시간이나 앉아있을 이유가 없네요.",7072839,yuin****,2013.01.01 22:37,0,0
7,지루함이있어요,7072860,mnna****,2013.01.01 22:40,0,0
1,애인 때문에 봤다...,7072884,bang****,2013.01.01 22:44,0,1
10,타이타닉 이후로 감동적인 침몰물이라고 개인적으로는 생각합니다.,7072887,Ha하니ni(djro****),2013.01.01 22:44,0,0
9,아바타 이후 최고의 영상이다. 스토리는 당연히 단순하지만. 판타지로 이해했을때. 즐겁게 볼 수 있는영화. 특히 아이랑 같이 보기에는 최고의 영화다. 평점 8.5가 적정,7072917,악피리(absb****),2013.01.01 22:49,0,0
10,무조건 IMAX로 봐야 할 영화.,7072918,isls****,2013.01.01 22:49,0,0
8,원래 이런 자연관련영화 별로 안좋아하는데 이건 그렇게 지루하지도않고 재밋네 영상미도 잇고.. 돈아깝고 볼만했다,7072953,epql****,2013.01.01 22:54,0,0
10,이 영화 제가 봤는데 신비롭고 흥미롭습니다. 그래서 정말 추천드리고 싶고 작품성과 창의성이 돋보입니다. 일부러 조작해서 혹평내리신 분 아니 알바생들은  타워 예매율을 높이려고 다른 영화를 혹평 주시나요? 공정하게 평...,7072958,pose****,2013.01.01 22:55,0,0
10,이영화를 평점낮게주는분들은 반창꼬나 타워보시고 평점10점주실분들..이영화의 마지막에 비유와 파이의 말을 이해햇다면 이영화가 명작아니라고 할수있을까이영화는 생각하면 생각할수록 해피엔딩이아닌것같다,7072987,ahffkdud(izi4****),2013.01.01 22:59,0,0
10,왜 크리스마스 시즌에 개봉 안하고 1월 1일에 개봉 했는지 알겠다. 인생 무기력감 느끼는 분들께 권하고 싶다. 매일 뜨는 해를 새 해 첫 해라고 굳이 의미부여해 보는 것 보다 훨씬 올 한해 열심히 살아야겠다고 다짐하...,7073007,초보에샬(eyer****),2013.01.01 23:02,0,0
2,"기대 안하고 봤는데도 진짜 별로였다.처음 스토리 얘기하는 부분도 너무 지루하고, 환타스틱한 장면도 별로 안나옴.그냥 환타지 영화에 억지로 스토리 넣으려고 한 느낌이다.대체 무슨 내용이고 결말은 뭔가?? ㅡㅡ",7073154,haeb****,2013.01.01 23:14,0,0
8,함축적인 의미가있어 너무좋았다어린이들을 위한영화보기다는어른들을 위한영화같다,7073156,jls2****,2013.01.01 23:14,0,0
9,오늘 아들과 조조꺼 봤어요 애들도 재밌어 하고  생생한  화면이 웅장함까지 거기에다 교훈까지 돈이 아깝지 않네요 강추,7073182,rss2****,2013.01.01 23:15,0,0
10,라이프 오브 파이거,7073205,Moira(sky1****),2013.01.01 23:16,0,0
10,이안감독 작품이라 기대하고 봤는데 기대이상이네요. 영상미 작품성도 대단한거같아요. 마지막에 소름돋았어요.,7073264,다르빗슈(gnfk****),2013.01.01 23:18,0,0
10,지루할틈없이 너무 재밌고 흡입력강했어요 ㅎㅎ 아이들이랑 보기에도 좋을것 같네요,7073321,buch****,2013.01.01 23:21,0,0
10,"정말 아름다운 영화. 아이맥스가 아깝지 않은 영상미와 두말할 것 없는 스토리. 신과 현실,자연과 영혼에 대한 이야기를 너무도 신비롭게 풀어나간다. 믿는 것이 진실이라고 말하는 결말은 영화 속의 모든 물음의 답이 되어...",7073339,W5(ywww****),2013.01.01 23:21,0,0
10,내 생애 최고의 영화...별 더 주고 싶다,7073435,smk3****,2013.01.01 23:26,0,0
10,저도 평점 더 주고싶네요 영상미도 훌륭했고 내용은 정말 좋았어요 눈물펑펑쏟았네요 많은걸 생각하게 만들어주는 영화에요,7073522,nas1****,2013.01.01 23:54,0,0
5,"아이맥스로 보고왔음. 처음은 지루해서 얼른 파도씬으로 넘어갔으면 했다. 그러나 오랜시간 보고있자니, 멀미가 나는듯해서 잠시 눈을 감고 있을 정도... 영화고 뭐고 얼른 나오고 싶었다.",7073572,촙(cjsa****),2013.01.01 23:59,0,0
10,개봉전 넘 궁금해서 원작읽고 봤어요.가까운곳 4D시간이 밤에만 있어서 낮에도 상영하면 좋겠다는 생각이  들정도로영상이 넘 예뻐요.가족 모두 좋은 관람이었어요^^,7073574,wals****,2013.01.01 23:59,0,0
7,영상미는 눈부실정도로 아름다웠지만 너무 많은내용을 담으려하다보니 조금 늘어지는 감이있었네요,7073579,러브어페어(yhlo****),2013.01.02 00:00,0,0
10,시사회때 보고 이번에 또 봤어요. 영화끝나고 나서 생각할 게 더 많은 영화.. 무한히 상상해볼 수 있는 영화ㅎ 숨어있는 의미를 상상해볼 수 있는 숨은그림찾기같은 영화였어요~~!,7073578,blue****,2013.01.02 00:00,0,0
9,간만에 아름다운 영화를 본 것 같다. 나를 한 번 돌이켜 볼수 있게 해준 영화.,7073602,vovo****,2013.01.02 00:03,0,0
10,제발.. 영화를 보고 이해하고 평점을 남기고 쓰자... 뭐이리 수준평가가 있는가?,7073645,지존미남(love****),2013.01.02 00:09,0,0
10,개인적으로 라미제라블보다 재미있었습니다. 두번보고싶은영화!!,7073655,kjw0****,2013.01.02 00:12,0,0
10,대단하다........,7073688,rkz2****,2013.01.02 00:18,0,0
10,많은 생각을 하게 만드네요. 재밌습니다. 새해첫날부터 최고!,7073727,mjdu****,2013.01.02 00:26,0,0
10,너무나 매력적인 영화이고 너무나 깊은 뜻을 가지고 있습니다 !!!!! 근데 생각보다 무시무시할정도로 새드 엔딩이라는 ;;;;;;;;;;; 영화를 이해한분들이라면 ........,7073729,히히(3333****),2013.01.02 00:26,0,0
10,"가족들 모두와 보고 왔습니다.  초반에 지루하다는 평이 있었지만 저는 다 재미있게 볼 수 있었어요. 영상미 하나만으로도 정말 감탄이고, 후반부의 반전도 가슴에 박힙니다. 많은 것을 담은 영화! 곧 3D로 다시 보려 ...",7073779,수신거부(kjhy****),2013.01.02 00:37,0,0
8,Goooooood,7073800,moks****,2013.01.02 00:40,0,0
8,굿굿,7073813,tngu****,2013.01.02 00:42,0,0
10,"이 얼마나 아름답고 감동적인 스토리인가, 거기다 유쾌하기까지!",7073816,skit****,2013.01.02 00:43,0,0
10,후에 밀려오는 감동과 슬픔 이것만으로 충분하다,7073827,넬비(nell****),2013.01.02 00:47,0,0
9,여친이랑 새해첫날 보고왔는데 죽여줍니다. 초반엔 지루했는데 중반 후반 가면서 눈을 뗄 수없는 긴장과 유머 알 수 없는 철학과 동물과 인간의 우정. 사투,7073831,nabi****,2013.01.02 00:47,0,0
8,시각적으로상당히훌륭  근데대부분여고편에나옴cl3d,7073843,tall****,2013.01.02 00:50,0,0
10,"""어떤 이야기를 쓰는지는 당신의 자유다.""  책을 읽어보지 않아서인지, 생각지도 못한 반전에 놀랐습니다. 꼭 보세요.",7073846,빵야(nerv****),2013.01.02 00:50,0,0
10,최고,7073863,vi_t****,2013.01.02 00:53,0,0
